timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
MQTT --- 2021/10/24__11:5:15, 13.28, 70.19, 1007.96, 0.73, 180, 
MQTT --- 2021/10/24__11:5:16, 13.28, 70.14, 1007.98, 0.73, 180, 
MQTT --- 2021/10/24__11:5:17, 13.27, 70.06, 1007.98, 0.95, 180, 
MQTT --- 2021/10/24__11:5:18, 13.21, 70.00, 1007.86, 0.73, 180, 
MQTT --- 2021/10/24__11:5:19, 13.26, 69.95, 1007.96, 0.95, 180, 
MQTT --- 2021/10/24__11:5:20, 13.26, 69.93, 1007.97, 0.73, 180, 
MQTT --- 2021/10/24__11:5:21, 13.26, 69.95, 1007.97, 0.73, 180, 
MQTT --- 2021/10/24__11:5:22, 13.26, 69.98, 1007.95, 0.73, 180, 
MQTT --- 2021/10/24__11:5:23, 13.25, 70.00, 1007.96, 0.73, 180, 
MQTT --- 2021/10/24__11:5:24, 13.26, 70.01, 1007.95, 0.73, 180, 
MQTT --- 2021/10/24__11:5:25, 13.26, 70.03, 1007.97, 0.51, 180, 
MQTT --- 2021/10/24__11:5:26, 13.27, 70.03, 1008.00, 0.51, 180, 
MQTT --- 2021/10/24__11:5:27, 13.27, 70.03, 1007.99, 0.51, 180, 
MQTT --- 2021/10/24__11:5:28, 13.27, 70.01, 1007.98, 0.51, 180, 
MQTT --- 2165/165/165__165:165:85, 183.58, 70.00, 1311.09, 0.00, 202, 
MQTT --- 2021/10/24__11:5:30, 13.28, 69.98, 1007.98, 0.51, 180, 
MQTT --- 2021/10/24__11:5:31, 13.27, 69.99, 1007.98, 0.51, 180, 
MQTT --- 2021/10/24__11:5:32, 13.27, 69.99, 1007.98, 0.51, 180, 
MQTT --- 2021/10/24__11:5:33, 13.25, 70.00, 1007.94, 0.51, 180, 
MQTT --- 2021/10/24__11:5:34, 13.27, 70.01, 1007.97, 0.51, 180, 
MQTT --- 2021/10/24__11:5:35, 13.27, 70.00, 1007.99, 0.29, 180, 
MQTT --- 2021/10/24__11:5:36, 13.27, 70.00, 1007.98, 0.07, 180, 
MQTT --- 2021/10/24__11:5:37, 13.27, 70.01, 1007.96, 0.07, 180, 
MQTT --- 2021/10/24__11:5:38, 13.27, 70.00, 1007.98, 0.07, 180, 
MQTT --- 2021/10/24__11:5:39, 13.28, 70.00, 1007.98, 0.07, 180, 
MQTT --- 2021/10/24__11:5:40, 13.28, 70.00, 1007.98, 0.07, 180, 
MQTT --- 2021/10/24__11:5:41, 13.28, 70.00, 1007.99, 0.07, 180, 
MQTT --- 2021/10/24__11:5:42, 13.28, 70.00, 1007.97, 0.07, 180, 
MQTT --- 2021/10/24__11:5:43, 13.29, 70.01, 1008.00, 0.07, 180, 
MQTT --- 2021/10/24__11:5:44, 13.29, 70.01, 1007.96, 0.07, 180, 
MQTT --- 2021/10/24__11:5:46, 13.29, 70.01, 1007.99, 0.29, 180, 
MQTT --- 2021/10/24__11:5:47, 13.17, 70.00, 1007.75, 0.07, 180, 
MQTT --- 2021/10/24__11:5:48, 13.29, 70.02, 1007.97, 0.07, 180, 
MQTT --- 2021/10/24__11:5:49, 13.29, 70.02, 1007.97, 0.07, 180, 
MQTT --- 2021/10/24__11:5:50, 13.29, 70.03, 1007.95, 0.07, 180, 
MQTT --- 2021/10/24__11:5:51, 13.30, 70.02, 1008.00, 0.00, 180, 
MQTT --- 2021/10/24__11:5:52, 13.29, 70.04, 1007.96, 0.00, 180, 
MQTT --- 2021/10/24__11:5:53, 13.30, 70.02, 1007.98, 0.00, 180, 
MQTT --- 2021/10/24__11:5:54, 13.29, 70.02, 1007.97, 0.00, 180, 
MQTT --- 2021/10/24__11:5:55, 13.30, 70.00, 1007.99, 0.00, 180, 
MQTT --- 2021/10/24__11:5:56, 13.31, 70.00, 1008.03, 0.00, 180, 
MQTT --- 2021/10/24__11:6:4, 13.31, 69.93, 1008.01, 0.07, 182, 
MQTT --- 2021/10/24__11:6:5, 13.31, 69.92, 1007.98, 0.07, 180, 
timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
MQTT --- 2021/10/24__11:17:45, 13.68, 68.04, 1008.02, 0.00, 180, 
MQTT --- 2021/10/24__11:18:0, 13.72, 68.07, 1008.03, 0.00, 180, 
timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
MQTT --- 2021/10/24__11:18:15, 13.72, 68.07, 1008.05, 0.00, 180, 
MQTT --- 2021/10/24__11:18:16, 13.75, 68.07, 1008.04, 0.00, 180, 
MQTT --- 2021/10/24__11:18:17, 13.75, 68.07, 1008.03, 0.00, 180, 
MQTT --- 2021/10/24__11:18:18, 13.75, 68.05, 1008.03, 0.00, 180, 
MQTT --- 2021/10/24__11:18:19, 13.75, 68.03, 1008.02, 0.00, 180, 
MQTT --- 2021/10/24__11:18:20, 13.75, 68.02, 1008.02, 0.00, 180, 
MQTT --- 2021/10/24__11:18:21, 13.76, 67.99, 1008.04, 0.00, 180, 
MQTT --- 2021/10/24__11:18:22, 13.75, 67.95, 1008.04, 0.00, 180, 
MQTT --- 2021/10/24__11:18:23, 13.75, 67.93, 1008.02, 0.00, 180, 
MQTT --- 2021/10/24__11:18:24, 13.74, 67.90, 1008.03, 0.00, 180, 
MQTT --- 2021/10/24__11:18:25, 13.74, 67.84, 1008.04, 0.00, 180, 
MQTT --- 2021/10/24__11:18:26, 13.74, 67.83, 1008.05, 0.00, 180, 
MQTT --- 2021/10/24__11:18:27, 13.73, 67.81, 1008.04, 0.00, 180, 
MQTT --- 2021/10/24__11:18:28, 13.74, 67.78, 1008.02, 0.00, 180, 
MQTT --- 2021/10/24__11:18:29, 13.74, 67.76, 1008.03, 0.00, 180, 
MQTT --- 2021/10/24__11:18:30, 13.74, 67.75, 1008.02, 0.00, 270, 
MQTT --- 2021/10/24__11:18:31, 13.75, 67.76, 1008.04, 0.00, 180, 
MQTT --- 2021/10/24__11:18:32, 13.75, 67.76, 1008.07, 0.00, 180, 
timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
MQTT --- 2021/10/24__11:18:58, 13.78, 67.87, 1008.05, 32.40, 180, 
MQTT --- 2021/10/24__11:18:59, 13.78, 67.87, 1008.01, 32.40, 180, 
MQTT --- 2021/10/24__11:19:0, 13.77, 67.87, 1008.00, 32.40, 180, 
MQTT --- 2021/10/24__11:19:1, 13.78, 67.88, 1008.02, 32.40, 180, 
MQTT --- 2021/10/24__11:19:2, 13.78, 67.87, 1008.02, 32.40, 180, 
MQTT --- 2021/10/24__11:19:3, 13.78, 67.87, 1007.99, 32.40, 180, 
MQTT --- 2021/10/24__11:19:4, 13.79, 67.88, 1008.00, 32.40, 180, 
timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
MQTT --- 2021/10/24__11:19:58, 13.85, 67.60, 1007.98, 32.40, 180, 
MQTT --- 2021/10/24__11:19:59, 13.86, 67.56, 1008.02, 32.40, 180, 
MQTT --- 2021/10/24__11:20:0, 13.86, 67.55, 1008.02, 32.40, 185, 
MQTT --- 2021/10/24__11:20:1, 13.86, 67.55, 1008.01, 32.40, 180, 
MQTT --- 2021/10/24__11:20:2, 13.85, 67.54, 1008.01, 32.40, 180, 
MQTT --- 2021/10/24__11:20:3, 13.87, 67.53, 1008.04, 32.40, 180, 
MQTT --- 2021/10/24__11:20:4, 13.86, 67.46, 1008.03, 32.40, 180, 
MQTT --- 2021/10/24__11:20:5, 13.86, 67.35, 1008.00, 0.00, 180, 
timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
MQTT --- 2021/10/24__11:20:54, 13.86, 67.11, 1007.98, 0.95, 180, 
MQTT --- 2021/10/24__11:20:55, 13.87, 67.08, 1007.97, 0.95, 180, 
MQTT --- 2021/10/24__11:20:56, 13.87, 67.03, 1007.98, 0.95, 180, 
MQTT --- 2021/10/24__11:20:57, 13.88, 67.05, 1007.98, 0.51, 180, 
MQTT --- 2021/10/24__11:20:58, 13.87, 67.07, 1007.98, 0.73, 180, 
MQTT --- 2021/10/24__11:20:59, 13.88, 67.04, 1007.98, 0.51, 180, 
MQTT --- 2021/10/24__11:21:0, 13.88, 67.01, 1007.99, 0.51, 180, 
MQTT --- 2021/10/24__11:21:1, 13.88, 66.98, 1007.99, 0.51, 180, 
MQTT --- 2021/10/24__11:21:2, 13.88, 66.96, 1008.00, 0.51, 180, 
MQTT --- 2021/10/24__11:21:3, 13.88, 66.89, 1008.00, 0.00, 180, 
MQTT --- 2021/10/24__11:21:4, 13.89, 66.82, 1008.01, 0.00, 180, 
MQTT --- 2021/10/24__11:21:5, 13.89, 66.80, 1008.03, 0.00, 180, 
MQTT --- 2021/10/24__11:21:6, 13.89, 66.81, 1008.02, 0.00, 180, 
MQTT --- 2021/10/24__11:21:7, 13.89, 66.82, 1008.00, 0.00, 180, 
MQTT --- 2021/10/24__11:21:8, 13.88, 66.81, 1007.98, 0.00, 180, 
MQTT --- 2021/10/24__11:21:9, 13.89, 66.81, 1008.01, 0.00, 180, 
MQTT --- 2021/10/24__11:21:10, 13.89, 66.80, 1008.01, 0.00, 180, 
MQTT --- 2021/10/24__11:21:11, 13.90, 66.80, 1008.01, 0.00, 180, 
MQTT --- 2021/10/24__11:21:12, 13.88, 66.82, 1007.97, 0.00, 180, 
MQTT --- 2021/10/24__11:21:13, 13.89, 66.83, 1007.98, 0.00, 0, 
MQTT --- 2021/10/24__11:21:14, 13.89, 66.84, 1007.97, 0.00, 180, 
MQTT --- 2021/10/24__11:21:15, 13.90, 66.84, 1008.01, 0.00, 180, 
MQTT --- 2021/10/24__11:21:16, 13.89, 66.84, 1007.96, 0.00, 180, 
MQTT --- 2021/10/24__11:21:17, 13.90, 66.85, 1007.99, 0.00, 180, 
MQTT --- 2021/10/24__11:21:18, 13.89, 66.84, 1007.96, 0.00, 180, 
MQTT --- 2021/10/24__11:21:19, 13.90, 66.83, 1007.96, 0.00, 180, 
MQTT --- 2021/10/24__11:21:20, 13.90, 66.83, 1007.98, 0.00, 180, 
MQTT --- 2021/10/24__11:21:21, 13.90, 66.83, 1007.99, 0.00, 180, 
MQTT --- 2021/10/24__11:21:22, 13.91, 66.82, 1007.99, 0.00, 180, 
MQTT --- 2021/10/24__11:21:23, 13.90, 66.81, 1007.97, 0.29, 180, 
MQTT --- 2021/10/24__11:21:24, 13.90, 66.78, 1007.97, 0.51, 180, 
MQTT --- 2021/10/24__11:21:39, 13.92, 66.53, 1008.01, 1.61, 180, 
timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
MQTT --- 2021/10/24__12:5:24, 18.46, 49.89, 1007.79, 6.46, 334, 
MQTT --- 2021/10/24__12:5:25, 18.48, 49.99, 1007.80, 7.34, 341, 
MQTT --- 2021/10/24__12:5:26, 18.48, 50.07, 1007.79, 5.58, 342, 
MQTT --- 2021/10/24__12:5:27, 18.49, 50.04, 1007.80, 5.36, 334, 
MQTT --- 2021/10/24__12:5:28, 18.49, 49.96, 1007.82, 5.80, 332, 
MQTT --- 2021/10/24__12:5:29, 18.50, 49.82, 1007.81, 6.90, 327, 
MQTT --- 2021/10/24__12:5:30, 18.50, 49.70, 1007.80, 5.58, 324, 
MQTT --- 2021/10/24__12:5:31, 18.50, 49.62, 1007.80, 5.36, 320, 
MQTT --- 2021/10/24__12:5:32, 18.50, 49.60, 1007.78, 5.14, 319, 
MQTT --- 2021/10/24__12:5:33, 18.49, 49.62, 1007.78, 6.46, 320, 
MQTT --- 2021/10/24__12:5:34, 18.49, 49.66, 1007.80, 6.90, 320, 
MQTT --- 2021/10/24__12:5:35, 18.49, 49.68, 1007.81, 6.68, 322, 
MQTT --- 2021/10/24__12:5:36, 18.49, 49.69, 1007.78, 7.34, 322, 
MQTT --- 2021/10/24__12:5:37, 18.48, 49.75, 1007.78, 7.12, 322, 
MQTT --- 2021/10/24__12:5:38, 18.48, 49.76, 1007.79, 5.36, 322, 
MQTT --- 2021/10/24__12:5:39, 18.47, 49.83, 1007.77, 6.02, 324, 
MQTT --- 2021/10/24__12:5:40, 18.47, 49.92, 1007.77, 6.02, 324, 
MQTT --- 2021/10/24__12:5:41, 18.47, 49.89, 1007.79, 4.92, 328, 
MQTT --- 2021/10/24__12:5:42, 18.48, 49.92, 1007.78, 6.24, 329, 
MQTT --- 2021/10/24__12:5:43, 18.48, 50.02, 1007.79, 5.14, 331, 
MQTT --- 2021/10/24__12:5:44, 18.49, 50.03, 1007.82, 5.36, 325, 
MQTT --- 2021/10/24__12:5:45, 18.49, 50.01, 1007.79, 5.80, 331, 
MQTT --- 2021/10/24__12:5:46, 18.48, 50.06, 1007.78, 7.12, 338, 
MQTT --- 2021/10/24__12:5:47, 18.49, 50.10, 1007.80, 6.68, 337, 
MQTT --- 2021/10/24__12:5:48, 18.48, 50.13, 1007.78, 5.14, 338, 
MQTT --- 2021/10/24__12:5:49, 18.46, 50.12, 1007.77, 4.47, 344, 
MQTT --- 2021/10/24__12:5:50, 18.46, 50.17, 1007.77, 4.03, 343, 
MQTT --- 2021/10/24__12:5:51, 18.46, 50.19, 1007.76, 4.25, 343, 
MQTT --- 2021/10/24__12:5:52, 18.45, 50.23, 1007.77, 4.47, 349, 
MQTT --- 2021/10/24__12:5:53, 18.44, 50.28, 1007.78, 4.69, 350, 
MQTT --- 2021/10/24__12:5:54, 18.44, 50.33, 1007.74, 4.03, 351, 
MQTT --- 2021/10/24__12:5:55, 18.44, 50.31, 1007.77, 4.47, 356, 
MQTT --- 2021/10/24__12:5:56, 18.43, 50.25, 1007.77, 5.80, 5, 
MQTT --- 2021/10/24__12:5:57, 18.39, 50.19, 1007.74, 5.14, 6, 
MQTT --- 2021/10/24__12:5:58, 18.39, 50.16, 1007.80, 5.80, 3, 
MQTT --- 2021/10/24__12:5:59, 18.36, 50.18, 1007.76, 5.80, 5, 
MQTT --- 2021/10/24__12:6:0, 18.33, 50.24, 1007.73, 5.80, 9, 
MQTT --- 2021/10/24__12:6:1, 18.32, 50.28, 1007.74, 6.02, 9, 
MQTT --- 2021/10/24__12:6:2, 18.27, 50.29, 1007.71, 6.46, 5, 
MQTT --- 2021/10/24__12:6:3, 18.29, 50.37, 1007.76, 5.36, 347, 
MQTT --- 2021/10/24__12:6:4, 18.30, 50.54, 1007.78, 6.02, 344, 
MQTT --- 2021/10/24__12:6:5, 18.28, 50.66, 1007.75, 5.80, 344, 
MQTT --- 2021/10/24__12:6:6, 18.28, 50.66, 1007.74, 6.02, 343, 
MQTT --- 2021/10/24__12:6:7, 18.28, 50.68, 1007.76, 4.92, 344, 
MQTT --- 2021/10/24__12:6:8, 18.29, 50.73, 1007.74, 4.69, 343, 
MQTT --- 2021/10/24__12:6:9, 18.29, 50.71, 1007.77, 5.14, 342, 
MQTT --- 2021/10/24__12:6:10, 18.30, 50.73, 1007.74, 4.69, 342, 
MQTT --- 2021/10/24__12:6:11, 18.32, 50.77, 1007.76, 4.25, 342, 
MQTT --- 2021/10/24__12:6:12, 18.33, 50.80, 1007.74, 4.25, 341, 
MQTT --- 2021/10/24__12:6:13, 18.33, 50.82, 1007.76, 4.69, 342, 
MQTT --- 2021/10/24__12:6:14, 18.35, 50.76, 1007.76, 4.92, 337, 
MQTT --- 2021/10/24__12:6:15, 18.36, 50.65, 1007.77, 4.47, 329, 
MQTT --- 2021/10/24__12:6:16, 18.37, 50.51, 1007.79, 4.47, 316, 
MQTT --- 2021/10/24__12:6:17, 18.37, 50.49, 1007.78, 5.14, 315, 
MQTT --- 2021/10/24__12:6:18, 18.39, 50.49, 1007.81, 4.69, 316, 
MQTT --- 2021/10/24__12:6:19, 18.39, 50.44, 1007.79, 4.25, 315, 
MQTT --- 2021/10/24__12:6:20, 18.39, 50.46, 1007.78, 4.25, 316, 
MQTT --- 2021/10/24__12:6:21, 18.39, 50.43, 1007.78, 3.81, 315, 
MQTT --- 2021/10/24__12:6:22, 18.40, 50.35, 1007.79, 4.25, 317, 
MQTT --- 2021/10/24__12:6:23, 18.41, 50.35, 1007.77, 4.69, 319, 
MQTT --- 2021/10/24__12:6:24, 18.41, 50.23, 1007.77, 4.69, 321, 
MQTT --- 2021/10/24__12:6:25, 18.42, 50.26, 1007.77, 4.25, 326, 
MQTT --- 2021/10/24__12:6:26, 18.43, 50.30, 1007.78, 4.47, 331, 
MQTT --- 2021/10/24__12:6:27, 18.44, 50.25, 1007.79, 5.58, 327, 
MQTT --- 2021/10/24__12:6:28, 18.45, 50.22, 1007.79, 5.36, 323, 
MQTT --- 2021/10/24__12:6:29, 18.44, 50.16, 1007.79, 5.80, 327, 
MQTT --- 2021/10/24__12:6:30, 18.45, 50.11, 1007.78, 5.36, 334, 
MQTT --- 2021/10/24__12:6:31, 18.45, 50.12, 1007.77, 5.80, 334, 
MQTT --- 2021/10/24__12:6:32, 18.46, 50.13, 1007.79, 6.24, 347, 
MQTT --- 2021/10/24__12:6:33, 18.46, 50.12, 1007.78, 6.68, 339, 
MQTT --- 2021/10/24__12:6:34, 18.48, 50.17, 1007.80, 6.90, 339, 
MQTT --- 2021/10/24__12:6:35, 18.48, 50.16, 1007.80, 6.90, 339, 
MQTT --- 2021/10/24__12:6:36, 18.49, 50.16, 1007.80, 6.02, 339, 
MQTT --- 2021/10/24__12:6:37, 18.50, 50.13, 1007.80, 5.80, 333, 
MQTT --- 2021/10/24__12:6:38, 18.50, 50.14, 1007.79, 5.80, 339, 
MQTT --- 2021/10/24__12:6:39, 18.50, 50.07, 1007.78, 6.46, 338, 
MQTT --- 2021/10/24__12:6:40, 18.49, 49.98, 1007.75, 6.46, 338, 
MQTT --- 2021/10/24__12:6:41, 18.52, 50.02, 1007.78, 6.90, 344, 
MQTT --- 2021/10/24__12:6:42, 18.53, 50.10, 1007.81, 6.46, 341, 
MQTT --- 2021/10/24__12:6:43, 18.53, 50.18, 1007.80, 5.80, 342, 
MQTT --- 2021/10/24__12:6:44, 18.54, 50.20, 1007.80, 6.46, 343, 
MQTT --- 2021/10/24__12:6:45, 18.53, 50.19, 1007.80, 6.02, 342, 
MQTT --- 2021/10/24__12:6:46, 18.54, 50.14, 1007.81, 6.02, 344, 
MQTT --- 2021/10/24__12:6:47, 18.53, 50.09, 1007.78, 5.14, 349, 
MQTT --- 2021/10/24__12:6:48, 18.50, 50.08, 1007.78, 5.58, 354, 
MQTT --- 2021/10/24__12:6:49, 18.48, 50.11, 1007.81, 5.36, 9, 
MQTT --- 2021/10/24__12:6:50, 18.46, 50.03, 1007.77, 6.46, 22, 
MQTT --- 2021/10/24__12:6:51, 18.43, 49.89, 1007.78, 7.34, 6, 
MQTT --- 2021/10/24__12:6:52, 18.40, 49.81, 1007.77, 7.78, 348, 
MQTT --- 2021/10/24__12:6:53, 18.40, 49.84, 1007.80, 8.00, 346, 
MQTT --- 2021/10/24__12:6:54, 18.40, 49.87, 1007.81, 7.78, 334, 
MQTT --- 2021/10/24__12:6:55, 18.39, 49.96, 1007.84, 32.40, 329, 
MQTT --- 2021/10/24__12:6:56, 18.38, 50.06, 1007.83, 0.00, 322, 
MQTT --- 2021/10/24__12:6:57, 18.37, 50.08, 1007.80, 5.80, 322, 
MQTT --- 2021/10/24__12:6:58, 18.38, 50.03, 1007.80, 6.02, 323, 
MQTT --- 2021/10/24__12:6:59, 18.37, 49.96, 1007.79, 5.58, 324, 
MQTT --- 2021/10/24__12:7:0, 18.37, 49.93, 1007.79, 5.58, 325, 
MQTT --- 2021/10/24__12:7:1, 18.37, 49.94, 1007.80, 4.92, 329, 
MQTT --- 2021/10/24__12:7:2, 18.38, 50.02, 1007.82, 5.36, 333, 
MQTT --- 2021/10/24__12:7:3, 18.38, 50.03, 1007.79, 5.14, 332, 
MQTT --- 2021/10/24__12:7:4, 18.39, 50.02, 1007.80, 5.58, 331, 
MQTT --- 2021/10/24__12:7:5, 18.40, 50.06, 1007.80, 5.14, 334, 
MQTT --- 2021/10/24__12:7:6, 18.42, 50.13, 1007.80, 32.40, 342, 
MQTT --- 2021/10/24__12:7:7, 18.41, 50.19, 1007.78, 32.40, 340, 
MQTT --- 2021/10/24__12:7:8, 18.42, 50.18, 1007.79, 0.00, 327, 
MQTT --- 2021/10/24__12:7:9, 18.43, 50.17, 1007.80, 4.25, 329, 
MQTT --- 2021/10/24__12:7:10, 18.44, 50.17, 1007.79, 4.25, 343, 
MQTT --- 2021/10/24__12:7:11, 18.44, 50.18, 1007.80, 4.25, 344, 
MQTT --- 2021/10/24__12:7:12, 18.43, 50.09, 1007.80, 4.25, 345, 
MQTT --- 2021/10/24__12:7:13, 18.43, 50.07, 1007.81, 4.25, 345, 
MQTT --- 2021/10/24__12:7:14, 18.42, 50.11, 1007.80, 4.03, 343, 
MQTT --- 2021/10/24__12:7:15, 18.42, 50.14, 1007.80, 3.59, 343, 
MQTT --- 2021/10/24__12:7:16, 18.41, 50.14, 1007.78, 3.15, 343, 
MQTT --- 2021/10/24__12:7:17, 18.41, 50.15, 1007.82, 3.15, 343, 
MQTT --- 2021/10/24__12:7:18, 18.40, 50.28, 1007.81, 3.15, 343, 
MQTT --- 2021/10/24__12:7:19, 18.40, 50.38, 1007.81, 3.15, 343, 
MQTT --- 2021/10/24__12:7:20, 18.41, 50.52, 1007.83, 3.15, 343, 
MQTT --- 2021/10/24__12:7:21, 18.42, 50.66, 1007.83, 2.49, 342, 
MQTT --- 2021/10/24__12:7:22, 18.42, 50.75, 1007.81, 2.49, 340, 
MQTT --- 2021/10/24__12:7:23, 18.43, 50.84, 1007.84, 2.05, 342, 
MQTT --- 2021/10/24__12:7:24, 18.43, 50.87, 1007.84, 1.83, 340, 
MQTT --- 2021/10/24__12:7:25, 18.44, 50.87, 1007.84, 1.17, 344, 
MQTT --- 2021/10/24__12:7:26, 18.45, 50.94, 1007.85, 2.05, 341, 
MQTT --- 2021/10/24__12:7:27, 18.45, 50.81, 1007.81, 2.05, 350, 
MQTT --- 2021/10/24__12:7:28, 18.47, 50.73, 1007.85, 3.59, 344, 
MQTT --- 2021/10/24__12:7:29, 18.47, 50.46, 1007.81, 4.69, 332, 
MQTT --- 2021/10/24__12:7:30, 18.48, 50.35, 1007.81, 5.14, 339, 
MQTT --- 2021/10/24__12:7:31, 18.49, 50.44, 1007.83, 5.14, 340, 
MQTT --- 2021/10/24__12:7:32, 18.50, 50.53, 1007.81, 6.02, 342, 
MQTT --- 2021/10/24__12:7:33, 18.50, 50.56, 1007.80, 8.00, 347, 
MQTT --- 2021/10/24__12:7:34, 18.50, 50.54, 1007.82, 7.12, 350, 
MQTT --- 2021/10/24__12:7:35, 18.51, 50.53, 1007.83, 5.14, 347, 
MQTT --- 2021/10/24__12:7:36, 18.52, 50.55, 1007.81, 5.36, 345, 
MQTT --- 2021/10/24__12:7:37, 18.52, 50.45, 1007.84, 8.00, 344, 
MQTT --- 2021/10/24__12:7:38, 18.53, 50.41, 1007.80, 0.00, 334, 
MQTT --- 2021/10/24__12:7:39, 18.56, 50.36, 1007.85, 5.80, 347, 
MQTT --- 2021/10/24__12:7:40, 18.55, 50.40, 1007.81, 6.02, 351, 
MQTT --- 2021/10/24__12:7:41, 18.56, 50.39, 1007.83, 32.40, 350, 
MQTT --- 2021/10/24__12:7:42, 18.54, 50.33, 1007.82, 32.40, 1, 
MQTT --- 2021/10/24__12:7:43, 18.51, 50.36, 1007.82, 32.40, 2, 
MQTT --- 2021/10/24__12:7:44, 18.48, 50.35, 1007.79, 32.40, 6, 
MQTT --- 2021/10/24__12:7:45, 18.45, 50.36, 1007.78, 32.40, 5, 
MQTT --- 2021/10/24__12:7:46, 18.41, 50.39, 1007.82, 32.40, 9, 
MQTT --- 2021/10/24__12:7:47, 18.37, 50.40, 1007.77, 32.40, 33, 
MQTT --- 2021/10/24__12:7:48, 18.37, 50.43, 1007.78, 32.40, 38, 
MQTT --- 2021/10/24__12:7:49, 18.36, 50.63, 1007.79, 0.00, 38, 
MQTT --- 2021/10/24__12:7:50, 18.30, 50.58, 1007.81, 0.07, 37, 
MQTT --- 2021/10/24__12:7:51, 18.27, 50.55, 1007.81, 0.00, 43, 
MQTT --- 2021/10/24__12:7:52, 18.28, 50.59, 1007.78, 0.00, 44, 
MQTT --- 2021/10/24__12:7:53, 18.29, 50.72, 1007.83, 0.00, 45, 
MQTT --- 2021/10/24__12:7:54, 18.27, 50.83, 1007.81, 2.05, 45, 
MQTT --- 2021/10/24__12:7:55, 18.28, 50.91, 1007.80, 2.05, 46, 
MQTT --- 2021/10/24__12:7:56, 18.27, 51.03, 1007.83, 1.39, 46, 
MQTT --- 2021/10/24__12:7:57, 18.28, 51.04, 1007.83, 1.39, 45, 
MQTT --- 2021/10/24__12:7:58, 18.28, 51.03, 1007.82, 1.61, 45, 
MQTT --- 2021/10/24__12:7:59, 18.27, 50.89, 1007.78, 1.61, 45, 
MQTT --- 2021/10/24__12:8:0, 18.28, 50.77, 1007.80, 0.07, 45, 
MQTT --- 2021/10/24__12:8:1, 18.29, 50.79, 1007.83, 0.73, 44, 
MQTT --- 2021/10/24__12:8:2, 18.28, 50.84, 1007.81, 0.73, 45, 
MQTT --- 2021/10/24__12:8:3, 18.30, 50.92, 1007.82, 0.07, 45, 
MQTT --- 2021/10/24__12:8:4, 18.30, 51.03, 1007.83, 0.07, 45, 
MQTT --- 2021/10/24__12:8:5, 18.30, 51.14, 1007.80, 1.39, 42, 
MQTT --- 2021/10/24__12:8:6, 18.31, 51.13, 1007.84, 0.95, 38, 
MQTT --- 2021/10/24__12:8:7, 18.31, 51.10, 1007.79, 2.05, 12, 
MQTT --- 2021/10/24__12:8:8, 18.31, 51.10, 1007.82, 1.61, 10, 
MQTT --- 2021/10/24__12:8:9, 18.30, 50.89, 1007.81, 2.27, 10, 
MQTT --- 2021/10/24__12:8:10, 18.30, 50.81, 1007.81, 3.15, 8, 
MQTT --- 2021/10/24__12:8:11, 18.30, 50.74, 1007.84, 4.03, 8, 
MQTT --- 2021/10/24__12:8:12, 18.29, 50.73, 1007.80, 5.80, 3, 
MQTT --- 2021/10/24__12:8:13, 18.29, 50.78, 1007.80, 32.40, 1, 
MQTT --- 2021/10/24__12:8:14, 18.30, 50.86, 1007.82, 32.40, 2, 
MQTT --- 2021/10/24__12:8:15, 18.30, 50.90, 1007.80, 32.40, 359, 
MQTT --- 2021/10/24__12:8:16, 18.30, 50.96, 1007.84, 32.40, 357, 
MQTT --- 2021/10/24__12:8:17, 18.30, 50.98, 1007.81, 32.40, 355, 
MQTT --- 2021/10/24__12:8:18, 18.29, 50.93, 1007.83, 32.40, 353, 
MQTT --- 2021/10/24__12:8:19, 18.30, 50.99, 1007.81, 32.40, 351, 
MQTT --- 2021/10/24__12:8:20, 18.30, 51.01, 1007.82, 32.40, 333, 
MQTT --- 2021/10/24__12:8:21, 18.31, 50.94, 1007.79, 32.40, 329, 
MQTT --- 2021/10/24__12:8:22, 18.32, 50.78, 1007.79, 32.40, 327, 
MQTT --- 2021/10/24__12:8:23, 18.33, 50.69, 1007.80, 32.40, 326, 
MQTT --- 2021/10/24__12:8:24, 18.34, 50.72, 1007.82, 32.40, 327, 
MQTT --- 2021/10/24__12:8:25, 18.35, 50.77, 1007.81, 32.40, 327, 
MQTT --- 2021/10/24__12:8:26, 18.37, 50.85, 1007.82, 32.40, 331, 
MQTT --- 2021/10/24__12:8:27, 18.37, 50.86, 1007.81, 32.40, 356, 
MQTT --- 2021/10/24__12:8:28, 18.36, 50.70, 1007.80, 32.40, 355, 
MQTT --- 2021/10/24__12:8:29, 18.37, 50.47, 1007.81, 32.40, 357, 
MQTT --- 2021/10/24__12:8:30, 18.36, 50.31, 1007.78, 32.40, 356, 
MQTT --- 2021/10/24__12:8:31, 18.37, 50.28, 1007.80, 32.40, 357, 
