TimeStamp, Temperature, Pressure, Humidity, Wind Speed, Wind direction
 2021/10/23 9:43:24, 14.9, 59.35, 1001.52, 0.0, 189.0 7
 2021/10/23 9:43:25, 15.17, 59.31, 1001.57, 0.0, 189.0 16
 2021/10/23 9:43:26, 15.19, 59.28, 1001.51, 0.0, 191.0 25
 2021/10/23 9:43:27, 15.21, 59.28, 1001.52, 0.0, 190.0 34
 2021/10/23 9:43:28, 15.24, 59.29, 1001.54, 0.0, 189.0 43
 2021/10/23 9:43:29, 15.25, 59.27, 1001.51, 0.0, 188.0 52
 2021/10/23 9:43:30, 15.26, 59.25, 1001.52, 0.0, 190.0 61
 2021/10/23 9:43:31, 15.28, 59.23, 1001.52, 0.0, 190.0 70
 2021/10/23 9:43:32, 15.3, 59.22, 1001.54, 0.0, 191.0 79
 2021/10/23 9:43:33, 15.31, 59.18, 1001.54, 0.0, 190.0 88
 2021/10/23 9:43:34, 15.31, 59.13, 1001.53, 0.0, 190.0 97
 2021/10/23 9:43:35, 15.33, 59.1, 1001.52, 0.0, 189.0 106
 2021/10/23 9:43:36, 15.34, 59.08, 1001.51, 0.0, 191.0 115
 2021/10/23 9:43:37, 15.35, 59.06, 1001.52, 0.0, 191.0 124
 2021/10/23 9:43:38, 15.37, 59.06, 1001.53, 0.0, 189.0 133
 2021/10/23 9:43:39, 15.38, 59.09, 1001.56, 0.0, 191.0 142
 2021/10/23 9:43:40, 15.39, 59.06, 1001.5, 0.0, 189.0 151
 2021/10/23 9:43:41, 15.42, 59.06, 1001.55, 0.0, 189.0 160
 2021/10/23 9:43:42, 15.43, 59.02, 1001.52, 0.0, 192.0 169
 2021/10/23 9:43:43, 15.44, 58.9, 1001.54, 0.0, 190.0 178
 2021/10/23 9:43:44, 15.45, 58.81, 1001.52, 0.0, 188.0 187
 2021/10/23 9:43:45, 15.46, 58.76, 1001.53, 0.0, 190.0 196
 2021/10/23 9:43:46, 15.47, 58.71, 1001.53, 0.0, 191.0 205
 2021/10/23 9:43:47, 15.47, 58.66, 1001.54, 0.0, 188.0 214
 2021/10/23 9:43:48, 15.48, 58.6, 1001.54, 0.0, 190.0 223
 2021/10/23 9:43:49, 15.48, 58.57, 1001.54, 0.0, 192.0 232
 2021/10/23 9:43:50, 15.49, 58.55, 1001.55, 0.0, 190.0 241
 2021/10/23 9:43:51, 15.5, 58.55, 1001.55, 0.0, 190.0 250
 2021/10/23 9:44:33, 15.88, 57.93, 1001.47, 0.51, 188.0 261
 2021/10/23 9:44:34, 15.89, 57.91, 1001.46, 0.51, 189.0 270
 2021/10/23 9:44:35, 15.91, 57.89, 1001.46, 0.51, 188.0 279
 2021/10/23 9:44:36, 15.92, 57.83, 1001.49, 0.0, 189.0 288
 2021/10/23 9:44:37, 15.92, 57.74, 1001.47, 0.0, 189.0 297
 2021/10/23 9:44:38, 15.92, 57.7, 1001.48, 0.0, 188.0 306
 2021/10/23 9:44:39, 15.93, 57.7, 1001.48, 0.0, 188.0 315
 2021/10/23 9:44:40, 15.94, 57.71, 1001.47, 5.8, 189.0 324
 2021/10/23 9:44:41, 15.94, 57.75, 1001.48, 5.36, 188.0 333
 2021/10/23 9:44:42, 15.96, 57.82, 1001.51, 3.59, 189.0 342
 2021/10/23 9:44:43, 15.96, 57.86, 1001.45, 6.46, 188.0 351
 2021/10/23 9:44:44, 15.97, 57.91, 1001.46, 7.78, 187.0 360
 2021/10/23 9:44:45, 15.98, 57.9, 1001.48, 6.68, 187.0 369
 2021/10/23 9:44:46, 15.98, 57.73, 1001.46, 6.24, 189.0 378
 2021/10/23 9:44:47, 16.0, 57.67, 1001.47, 2.71, 188.0 387
 2021/10/23 9:44:48, 16.01, 57.63, 1001.48, 2.71, 189.0 396
 2021/10/23 9:44:49, 16.02, 57.5, 1001.45, 2.71, 110.0 405
 2021/10/23 9:44:50, 16.02, 57.36, 1001.48, 2.71, 148.0 414
 2021/10/23 9:44:51, 16.04, 57.27, 1001.46, 2.49, 148.0 423
 2021/10/23 9:44:52, 16.06, 57.22, 1001.5, 2.49, 148.0 432
 2021/10/23 9:44:53, 16.07, 57.21, 1001.49, 0.0, 149.0 441
 2021/10/23 9:44:54, 16.06, 57.15, 1001.48, 0.0, 82.0 450
 2021/10/23 9:44:55, 16.07, 57.09, 1001.45, 0.0, 27.0 459
 2021/10/23 9:44:56, 16.07, 57.06, 1001.48, 0.0, 66.0 468
 2021/10/23 9:44:57, 16.07, 57.05, 1001.46, 0.0, 145.0 477
 2021/10/23 9:44:58, 16.08, 57.07, 1001.49, 0.0, 151.0 486
 2021/10/23 9:44:59, 16.08, 57.08, 1001.48, 0.0, 150.0 495
 2021/10/23 9:45:0, 16.09, 57.12, 1001.48, 0.0, 149.0 504
 2021/10/23 9:45:1, 16.1, 57.13, 1001.49, 0.0, 151.0 513
 2021/10/23 9:45:2, 16.11, 57.13, 1001.52, 0.0, 150.0 522
 2021/10/23 9:45:3, 16.11, 57.09, 1001.48, 0.0, 150.0 531
 2021/10/23 9:45:4, 16.11, 57.07, 1001.48, 0.0, 151.0 540
 2021/10/23 9:45:5, 16.13, 57.05, 1001.52, 0.0, 152.0 549
 2021/10/23 9:45:6, 16.13, 57.03, 1001.5, 0.0, 149.0 558
 2021/10/23 9:45:7, 16.13, 57.03, 1001.48, 0.0, 150.0 567
 2021/10/23 9:45:8, 16.14, 57.04, 1001.49, 0.0, 150.0 576
 2021/10/23 9:45:9, 16.12, 57.0, 1001.51, 0.0, 101.0 585
 2021/10/23 9:45:10, 16.11, 56.98, 1001.52, 0.0, 354.0 594
 2021/10/23 9:45:11, 16.1, 57.05, 1001.54, 0.0, 360.0 603
 2021/10/23 9:45:12, 16.07, 57.05, 1001.52, 0.0, 1.0 612
 2021/10/23 9:45:13, 16.03, 57.03, 1001.51, 0.0, 1.0 621
 2021/10/23 9:45:14, 16.01, 57.03, 1001.51, 0.0, 4.0 630
 2021/10/23 9:45:15, 15.99, 57.05, 1001.52, 0.0, 3.0 639
 2021/10/23 9:45:16, 15.96, 57.07, 1001.51, 0.0, 5.0 648
 2021/10/23 9:45:17, 15.94, 57.11, 1001.52, 0.0, 327.0 657
 2021/10/23 9:45:18, 15.9, 57.13, 1001.5, 0.0, 259.0 666
 2021/10/23 9:45:19, 15.88, 57.19, 1001.48, 0.0, 273.0 675
 2021/10/23 9:45:20, 15.86, 57.24, 1001.51, 0.0, 274.0 684
 2021/10/23 9:45:21, 15.83, 57.27, 1001.5, 0.0, 276.0 693
 2021/10/23 9:45:22, 15.81, 57.32, 1001.48, 0.0, 30.0 702
 2021/10/23 9:45:23, 15.79, 57.35, 1001.56, 0.0, 102.0 711
 2021/10/23 9:45:24, 15.77, 57.41, 1001.59, 0.0, 94.0 720
 2021/10/23 9:45:25, 15.76, 57.49, 1001.58, 0.0, 96.0 729
 2021/10/23 9:45:26, 15.74, 57.55, 1001.58, 0.0, 80.0 738
 2021/10/23 9:45:27, 15.72, 57.65, 1001.56, 0.0, 357.0 747
 2021/10/23 9:45:28, 15.7, 57.72, 1001.54, 0.0, 1.0 756
 2021/10/23 9:45:29, 15.71, 57.77, 1001.57, 0.0, 1.0 765
 2021/10/23 9:45:30, 15.72, 57.8, 1001.59, 0.0, 1.0 774
 2021/10/23 9:45:31, 15.72, 57.82, 1001.55, 0.0, 0.0 783
 2021/10/23 9:45:32, 15.74, 57.86, 1001.6, 0.0, 1.0 792
 2021/10/23 9:45:33, 15.75, 57.91, 1001.59, 0.0, 2.0 801
 2021/10/23 9:45:34, 15.75, 57.95, 1001.58, 0.0, 0.0 810
 2021/10/23 9:45:35, 15.77, 57.98, 1001.57, 0.0, 1.0 819
 2021/10/23 9:45:36, 15.77, 58.01, 1001.55, 0.0, 3.0 828
 2021/10/23 9:45:37, 15.78, 58.02, 1001.57, 0.0, 1.0 837
 2021/10/23 9:45:38, 15.79, 58.01, 1001.51, 0.0, 1.0 846
 2021/10/23 9:45:39, 15.81, 57.99, 1001.5, 0.0, 1.0 855
 2021/10/23 9:45:40, 15.81, 57.99, 1001.47, 0.0, 2.0 864
 2021/10/23 9:45:41, 15.82, 57.99, 1001.53, 0.0, 3.0 873
 2021/10/23 9:45:42, 15.81, 58.01, 1001.55, 0.0, 2.0 882
 2021/10/23 9:45:43, 15.8, 58.03, 1001.53, 0.0, 2.0 891
 2021/10/23 9:45:44, 15.8, 58.07, 1001.54, 0.0, 1.0 900
 2021/10/23 9:45:45, 15.79, 58.12, 1001.59, 0.0, 1.0 909
 2021/10/23 9:45:46, 15.78, 58.16, 1001.58, 0.0, 1.0 918
 2021/10/23 9:45:47, 15.77, 58.19, 1001.56, 0.0, 1.0 927
 2021/10/23 9:45:48, 15.77, 58.2, 1001.59, 0.0, 2.0 936
 2021/10/23 9:45:49, 15.75, 58.18, 1001.58, 0.0, 2.0 945
 2021/10/23 9:45:50, 15.75, 58.21, 1001.57, 0.0, 1.0 954
 2021/10/23 9:45:51, 15.75, 58.24, 1001.58, 0.0, 1.0 963
 2021/10/23 9:45:52, 15.76, 58.24, 1001.57, 0.0, 4.0 972
 2021/10/23 9:45:53, 15.76, 58.22, 1001.57, 0.0, 1.0 981
 2021/10/23 9:45:54, 15.77, 58.19, 1001.58, 0.0, 1.0 990
 2021/10/23 9:45:55, 15.78, 58.11, 1001.56, 0.0, 3.0 999
 2021/10/23 9:45:56, 15.79, 58.09, 1001.51, 0.0, 2.0 1008
 2021/10/23 9:45:57, 15.8, 58.1, 1001.5, 0.0, 2.0 1017
 2021/10/23 9:45:58, 15.81, 58.1, 1001.54, 0.0, 2.0 1026
 2021/10/23 9:45:59, 15.83, 58.11, 1001.52, 0.0, 2.0 1035
 2021/10/23 9:46:0, 15.84, 58.06, 1001.55, 0.0, 1.0 1044
 2021/10/23 9:46:1, 15.85, 58.02, 1001.53, 0.0, 2.0 1053
 2021/10/23 9:46:2, 15.87, 58.0, 1001.55, 0.0, 2.0 1062
 2021/10/23 9:46:3, 15.87, 58.0, 1001.51, 0.0, 2.0 1071
 2021/10/23 9:46:4, 15.88, 57.98, 1001.54, 0.0, 2.0 1080
 2021/10/23 9:46:5, 15.9, 57.97, 1001.52, 0.0, 0.0 1089
 2021/10/23 9:46:6, 15.88, 57.99, 1001.53, 0.0, 2.0 1098
 2021/10/23 9:46:7, 15.88, 57.98, 1001.53, 0.0, 3.0 1107
 2021/10/23 9:46:9, 15.88, 58.0, 1001.52, 0.0, 2.0 1116
 2021/10/23 9:46:10, 15.87, 58.05, 1001.54, 0.0, 2.0 1125
 2021/10/23 9:46:11, 15.86, 58.16, 1001.54, 0.0, 4.0 1134
 2021/10/23 9:46:12, 15.85, 58.3, 1001.57, 0.0, 1.0 1143
 2021/10/23 9:46:13, 15.84, 58.24, 1001.55, 0.0, 3.0 1152
 2021/10/23 9:46:14, 15.8, 58.07, 1001.57, 0.0, 1.0 1161
 2021/10/23 9:46:15, 15.79, 57.98, 1001.55, 0.0, 1.0 1170
 2021/10/23 9:46:16, 15.79, 57.95, 1001.58, 0.0, 3.0 1179
 2021/10/23 9:46:17, 15.77, 57.97, 1001.53, 0.0, 3.0 1188
 2021/10/23 9:46:18, 15.79, 58.02, 1001.58, 0.0, 2.0 1197
 2021/10/23 9:46:19, 15.8, 58.07, 1001.59, 0.0, 2.0 1206
 2021/10/23 9:46:20, 15.8, 58.16, 1001.57, 0.0, 1.0 1215
 2021/10/23 9:46:21, 15.79, 58.23, 1001.6, 0.0, 2.0 1224
 2021/10/23 9:46:22, 15.79, 58.3, 1001.64, 0.0, 2.0 1233
 2021/10/23 9:46:23, 15.78, 58.36, 1001.61, 0.0, 2.0 1242
 2021/10/23 9:46:24, 15.77, 58.42, 1001.62, 0.0, 1.0 1251
 2021/10/23 9:46:25, 15.78, 58.44, 1001.58, 0.0, 1.0 1260
 2021/10/23 9:46:26, 15.77, 58.5, 1001.59, 0.0, 2.0 1269
 2021/10/23 9:46:27, 15.78, 58.54, 1001.57, 0.0, 2.0 1278
 2021/10/23 9:46:28, 15.78, 58.57, 1001.57, 0.0, 3.0 1287
 2021/10/23 9:46:29, 15.77, 58.61, 1001.59, 0.0, 1.0 1296
 2021/10/23 9:46:30, 15.77, 58.69, 1001.55, 0.0, 1.0 1305
 2021/10/23 9:46:31, 15.77, 58.76, 1001.58, 0.0, 3.0 1314
 2021/10/23 9:46:32, 15.76, 58.81, 1001.58, 0.0, 1.0 1323
 2021/10/23 9:46:33, 15.77, 58.85, 1001.59, 0.0, 2.0 1332
 2021/10/23 9:46:34, 15.77, 58.92, 1001.58, 0.0, 2.0 1341
 2021/10/23 9:46:35, 15.77, 59.01, 1001.6, 0.0, 3.0 1350
 2021/10/23 9:46:36, 15.77, 59.05, 1001.59, 0.0, 2.0 1359
 2021/10/23 9:46:37, 15.77, 59.1, 1001.61, 0.0, 1.0 1368
 2021/10/23 9:46:38, 15.77, 59.12, 1001.59, 0.0, 2.0 1377
 2021/10/23 9:46:39, 15.77, 59.15, 1001.61, 0.0, 3.0 1386
 2021/10/23 9:46:40, 15.77, 59.2, 1001.62, 0.0, 4.0 1395
 2021/10/23 9:46:41, 15.77, 59.27, 1001.59, 0.0, 2.0 1404
 2021/10/23 9:46:42, 15.75, 59.31, 1001.57, 0.0, 1.0 1413
 2021/10/23 9:46:43, 15.76, 59.31, 1001.57, 0.0, 2.0 1422
 2021/10/23 9:46:44, 15.75, 59.29, 1001.61, 0.0, 2.0 1431
 2021/10/23 9:46:53, 15.77, 59.01, 1001.6, 0.0, 3.0 1440
 2021/10/23 9:46:54, 15.78, 58.99, 1001.61, 0.0, 2.0 1449
 2021/10/23 9:46:55, 15.79, 58.99, 1001.55, 0.0, 2.0 1458
 2021/10/23 9:46:56, 15.8, 59.0, 1001.6, 0.0, 3.0 1467
 2021/10/23 9:46:57, 15.81, 58.95, 1001.58, 0.0, 2.0 1476
 2021/10/23 9:46:58, 15.81, 58.85, 1001.57, 0.0, 3.0 1485
 2021/10/23 9:46:59, 15.81, 58.72, 1001.57, 0.0, 2.0 1494
 2021/10/23 9:47:0, 15.83, 58.68, 1001.58, 0.0, 1.0 1503
 2021/10/23 9:47:1, 15.82, 58.68, 1001.54, 0.0, 4.0 1512
 2021/10/23 9:47:2, 15.82, 58.69, 1001.52, 0.0, 2.0 1521
 2021/10/23 9:47:3, 15.82, 58.75, 1001.59, 0.0, 2.0 1530
 2021/10/23 9:47:4, 15.81, 58.83, 1001.56, 0.0, 2.0 1539
 2021/10/23 9:47:5, 15.82, 58.89, 1001.56, 0.0, 3.0 1548
 2021/10/23 9:47:6, 15.82, 58.96, 1001.56, 0.0, 2.0 1557
 2021/10/23 9:47:7, 15.81, 59.04, 1001.55, 0.0, 2.0 1566
 2021/10/23 9:47:8, 15.81, 59.14, 1001.54, 0.0, 3.0 1575
 2021/10/23 9:47:9, 15.81, 59.21, 1001.55, 0.0, 2.0 1584
 2021/10/23 9:47:10, 15.81, 59.26, 1001.6, 0.0, 3.0 1593
 2021/10/23 9:47:11, 15.81, 59.32, 1001.56, 0.0, 2.0 1602
 2021/10/23 9:47:12, 15.81, 59.42, 1001.56, 0.0, 2.0 1611
 2021/10/23 9:47:13, 15.81, 59.58, 1001.55, 0.0, 3.0 1620
 2021/10/23 9:47:14, 15.8, 59.8, 1001.53, 0.0, 3.0 1629
 2021/10/23 9:47:15, 15.81, 59.97, 1001.56, 0.0, 1.0 1638
 2021/10/23 9:47:16, 15.81, 60.15, 1001.6, 0.0, 2.0 1647
 2021/10/23 9:47:17, 15.82, 60.34, 1001.57, 0.0, 1.0 1656
 2021/10/23 9:47:18, 15.81, 60.44, 1001.53, 0.0, 2.0 1665
 2021/10/23 9:47:19, 15.82, 60.37, 1001.58, 0.0, 2.0 1674
 2021/10/23 9:47:20, 15.83, 60.17, 1001.56, 0.0, 1.0 1683
 2021/10/23 9:47:21, 15.84, 59.98, 1001.53, 0.0, 4.0 1692
 2021/10/23 9:47:22, 15.85, 62.24, 1001.53, 0.0, 2.0 1701
 2021/10/23 9:47:23, 15.87, 63.87, 1001.54, 0.0, 2.0 1710
 2021/10/23 9:47:24, 15.88, 63.94, 1001.51, 0.0, 2.0 1719
 2021/10/23 9:47:25, 15.9, 63.66, 1001.55, 0.0, 2.0 1728
 2021/10/23 9:47:26, 15.91, 63.33, 1001.54, 0.0, 2.0 1737
 2021/10/23 9:47:27, 15.92, 63.05, 1001.54, 0.0, 2.0 1746
 2021/10/23 9:47:28, 15.92, 62.78, 1001.52, 0.0, 2.0 1755
 2021/10/23 9:47:29, 15.93, 62.34, 1001.55, 0.0, 3.0 1764
 2021/10/23 9:47:30, 15.92, 61.93, 1001.5, 0.0, 2.0 1773
 2021/10/23 9:47:31, 15.92, 61.74, 1001.52, 0.0, 3.0 1782
 2021/10/23 9:47:32, 15.93, 61.72, 1001.52, 0.0, 3.0 1791
 2021/10/23 9:47:33, 15.92, 61.69, 1001.54, 0.0, 2.0 1800
 2021/10/23 9:47:34, 15.92, 61.63, 1001.54, 0.0, 2.0 1809
 2021/10/23 9:47:35, 15.92, 61.54, 1001.55, 0.0, 3.0 1818
 2021/10/23 9:47:36, 15.93, 61.44, 1001.54, 0.0, 3.0 1827
 2021/10/23 9:47:37, 15.92, 61.34, 1001.56, 0.0, 2.0 1836
 2021/10/23 9:47:38, 15.92, 61.25, 1001.52, 0.0, 2.0 1845
 2021/10/23 9:47:39, 15.93, 61.17, 1001.55, 0.0, 2.0 1854
 2021/10/23 9:47:40, 15.92, 61.01, 1001.55, 0.0, 3.0 1863
 2021/10/23 9:47:41, 15.92, 60.94, 1001.51, 0.0, 2.0 1872
 2021/10/23 9:47:42, 15.93, 60.91, 1001.54, 0.0, 4.0 1881
 2021/10/23 9:47:43, 15.93, 60.92, 1001.55, 0.0, 2.0 1890
 2021/10/23 9:47:44, 15.92, 60.96, 1001.53, 0.0, 1.0 1899
 2021/10/23 9:47:45, 15.94, 60.92, 1001.55, 0.0, 2.0 1908
 2021/10/23 9:47:46, 15.94, 60.9, 1001.54, 0.0, 2.0 1917
 2021/10/23 9:47:47, 15.94, 60.91, 1001.53, 0.0, 2.0 1926
 2021/10/23 9:47:48, 15.95, 60.91, 1001.57, 0.0, 3.0 1935
 2021/10/23 9:47:49, 15.95, 60.94, 1001.54, 0.0, 2.0 1944
 2021/10/23 9:47:50, 15.96, 61.04, 1001.53, 0.0, 3.0 1953
 2021/10/23 9:47:51, 15.97, 61.11, 1001.54, 0.0, 4.0 1962
 2021/10/23 9:47:52, 15.97, 61.13, 1001.54, 0.0, 3.0 1971
 2021/10/23 9:47:53, 15.98, 61.13, 1001.54, 0.0, 4.0 1980
 2021/10/23 9:47:54, 15.99, 61.11, 1001.57, 0.0, 3.0 1989
 2021/10/23 9:47:55, 15.97, 61.09, 1001.51, 0.0, 5.0 1998
 2021/10/23 9:47:56, 15.99, 60.98, 1001.56, 0.0, 3.0 2007
 2021/10/23 9:47:57, 15.99, 60.84, 1001.56, 0.0, 2.0 2016
 2021/10/23 9:47:58, 15.97, 60.72, 1001.52, 0.0, 2.0 2025
 2021/10/23 9:47:59, 15.99, 60.6, 1001.56, 0.0, 2.0 2034
 2021/10/23 9:48:0, 15.98, 60.47, 1001.56, 0.0, 1.0 2043
 2021/10/23 9:48:1, 15.99, 60.34, 1001.58, 0.0, 2.0 2052
 2021/10/23 9:48:2, 15.99, 60.21, 1001.55, 0.0, 1.0 2061
 2021/10/23 9:48:3, 15.99, 60.06, 1001.52, 0.0, 2.0 2070
 2021/10/23 9:48:4, 15.98, 60.02, 1001.55, 0.0, 3.0 2079
 2021/10/23 9:48:5, 15.99, 59.9, 1001.57, 0.0, 4.0 2088
 2021/10/23 9:48:6, 15.97, 59.81, 1001.57, 0.0, 3.0 2097
 2021/10/23 9:48:7, 15.97, 59.75, 1001.56, 0.0, 2.0 2106
 2021/10/23 9:48:8, 15.97, 59.67, 1001.55, 0.0, 4.0 2115
 2021/10/23 9:48:9, 15.96, 59.59, 1001.53, 0.0, 3.0 2124
 2021/10/23 9:48:10, 15.95, 59.47, 1001.56, 0.0, 2.0 2133
 2021/10/23 9:48:11, 15.94, 59.35, 1001.54, 0.0, 2.0 2142
 2021/10/23 9:48:12, 15.94, 59.29, 1001.57, 0.0, 3.0 2151
 2021/10/23 9:48:13, 15.93, 59.19, 1001.55, 0.0, 4.0 2160
 2021/10/23 9:48:14, 15.92, 59.14, 1001.56, 0.0, 2.0 2169
 2021/10/23 9:48:15, 15.91, 59.08, 1001.56, 0.0, 3.0 2178
 2021/10/23 9:48:16, 15.9, 59.08, 1001.56, 0.0, 1.0 2187
 2021/10/23 9:48:17, 15.9, 59.09, 1001.59, 0.0, 2.0 2196
 2021/10/23 9:48:18, 15.88, 59.06, 1001.6, 0.0, 2.0 2205
 2021/10/23 9:48:19, 15.88, 59.09, 1001.56, 0.0, 2.0 2214
 2021/10/23 9:48:20, 15.87, 59.06, 1001.55, 0.0, 2.0 2223
 2021/10/23 9:48:21, 15.85, 59.04, 1001.58, 0.0, 1.0 2232
 2021/10/23 9:48:22, 15.84, 59.06, 1001.54, 0.0, 3.0 2241
 2021/10/23 9:48:23, 15.84, 59.06, 1001.57, 0.0, 2.0 2250
 2021/10/23 9:48:24, 15.83, 59.06, 1001.58, 0.0, 1.0 2259
 2021/10/23 9:48:25, 15.83, 59.04, 1001.59, 0.0, 4.0 2268
 2021/10/23 9:48:26, 15.82, 58.99, 1001.56, 0.0, 2.0 2277
 2021/10/23 9:48:27, 15.81, 58.93, 1001.6, 0.0, 2.0 2286
 2021/10/23 9:48:28, 15.81, 58.91, 1001.61, 0.0, 2.0 2295
 2021/10/23 9:48:29, 15.8, 58.95, 1001.58, 0.0, 3.0 2304
 2021/10/23 9:48:30, 15.81, 58.97, 1001.64, 0.0, 2.0 2313
 2021/10/23 9:48:39, 15.84, 58.9, 1001.54, 0.0, 2.0 2322
 2021/10/23 9:48:40, 15.86, 58.89, 1001.58, 0.0, 4.0 2331
 2021/10/23 9:48:41, 15.88, 58.88, 1001.55, 0.0, 3.0 2340
 2021/10/23 9:48:42, 15.89, 58.86, 1001.56, 0.0, 1.0 2349
 2021/10/23 9:48:43, 15.92, 58.85, 1001.57, 0.0, 2.0 2358
 2021/10/23 9:48:44, 15.94, 58.84, 1001.59, 0.0, 2.0 2367
 2021/10/23 9:48:45, 15.96, 58.84, 1001.59, 0.0, 1.0 2376
 2021/10/23 9:48:46, 15.97, 58.84, 1001.59, 0.0, 4.0 2385
 2021/10/23 9:48:47, 15.99, 58.82, 1001.58, 0.0, 1.0 2394
 2021/10/23 9:48:48, 16.01, 58.77, 1001.58, 0.0, 1.0 2403
 2021/10/23 9:48:49, 16.02, 58.74, 1001.58, 0.0, 3.0 2412
 2021/10/23 9:48:50, 16.04, 58.7, 1001.56, 0.0, 3.0 2421
 2021/10/23 9:48:51, 16.05, 58.69, 1001.57, 0.0, 1.0 2430
 2021/10/23 9:48:52, 16.07, 58.66, 1001.57, 0.0, 1.0 2439
 2021/10/23 9:48:53, 16.09, 58.64, 1001.57, 0.0, 3.0 2448
 2021/10/23 9:48:54, 16.11, 58.6, 1001.57, 0.0, 3.0 2457
 2021/10/23 9:48:55, 16.13, 58.56, 1001.57, 0.0, 3.0 2466
 2021/10/23 9:48:56, 16.14, 58.53, 1001.56, 0.0, 2.0 2475
 2021/10/23 9:48:57, 16.15, 58.49, 1001.53, 0.0, 2.0 2484
 2021/10/23 9:48:58, 16.17, 58.46, 1001.55, 0.0, 2.0 2493
 2021/10/23 9:48:59, 16.19, 58.43, 1001.56, 0.0, 3.0 2502
 2021/10/23 9:49:0, 16.21, 58.43, 1001.57, 0.0, 2.0 2511
 2021/10/23 9:49:1, 16.22, 58.4, 1001.56, 0.0, 3.0 2520
 2021/10/23 9:49:2, 16.25, 58.39, 1001.56, 0.0, 2.0 2529
 2021/10/23 9:49:3, 16.26, 58.38, 1001.56, 0.0, 3.0 2538
 2021/10/23 9:49:4, 16.28, 58.36, 1001.57, 0.0, 2.0 2547
 2021/10/23 9:49:5, 16.31, 58.33, 1001.58, 0.0, 2.0 2556
 2021/10/23 9:49:6, 16.32, 58.31, 1001.53, 0.0, 2.0 2565
 2021/10/23 9:49:7, 16.34, 58.32, 1001.56, 0.0, 4.0 2574
 2021/10/23 9:49:8, 16.36, 58.31, 1001.54, 0.0, 3.0 2583
 2021/10/23 9:49:9, 16.38, 58.3, 1001.56, 0.0, 2.0 2592
 2021/10/23 9:49:10, 16.4, 58.28, 1001.57, 0.0, 1.0 2601
 2021/10/23 9:49:11, 16.39, 58.26, 1001.58, 0.0, 3.0 2610
 2021/10/23 9:49:12, 16.39, 58.24, 1001.56, 0.0, 3.0 2619
 2021/10/23 9:49:13, 16.39, 58.2, 1001.55, 0.0, 3.0 2628
 2021/10/23 9:49:14, 16.38, 58.18, 1001.54, 0.0, 2.0 2637
 2021/10/23 9:49:15, 16.37, 58.17, 1001.51, 0.0, 3.0 2646
 2021/10/23 9:49:16, 16.36, 58.14, 1001.55, 0.0, 3.0 2655
 2021/10/23 9:49:17, 16.38, 58.11, 1001.57, 0.0, 3.0 2664
 2021/10/23 9:49:18, 16.4, 58.08, 1001.54, 0.0, 1.0 2673
 2021/10/23 9:49:19, 16.4, 58.05, 1001.55, 0.0, 1.0 2682
 2021/10/23 9:49:20, 16.42, 58.01, 1001.55, 0.0, 3.0 2691
 2021/10/23 9:49:21, 16.44, 57.99, 1001.56, 0.0, 2.0 2700
 2021/10/23 9:49:22, 16.45, 57.97, 1001.55, 0.0, 2.0 2709
 2021/10/23 9:49:23, 16.44, 57.9, 1001.55, 0.0, 4.0 2718
 2021/10/23 9:49:24, 16.45, 57.78, 1001.55, 0.0, 3.0 2727
 2021/10/23 9:49:25, 16.47, 57.66, 1001.57, 0.0, 4.0 2736
 2021/10/23 9:49:26, 16.48, 57.52, 1001.57, 0.0, 2.0 2745
 2021/10/23 9:49:27, 16.49, 57.36, 1001.57, 0.0, 3.0 2754
 2021/10/23 9:49:28, 16.5, 57.26, 1001.57, 0.0, 2.0 2763
 2021/10/23 9:49:29, 16.52, 57.25, 1001.58, 0.0, 3.0 2772
 2021/10/23 9:49:30, 16.53, 57.27, 1001.55, 0.0, 1.0 2781
 2021/10/23 9:49:31, 16.54, 57.3, 1001.54, 0.0, 2.0 2790
 2021/10/23 9:49:32, 16.55, 57.32, 1001.57, 0.0, 1.0 2799
 2021/10/23 9:49:33, 16.57, 57.33, 1001.6, 0.0, 1.0 2808
 2021/10/23 9:49:34, 16.59, 57.33, 1001.58, 0.0, 3.0 2817
 2021/10/23 9:49:35, 16.6, 57.29, 1001.58, 0.0, 4.0 2826
 2021/10/23 9:49:36, 16.61, 57.21, 1001.59, 0.0, 2.0 2835
 2021/10/23 9:49:37, 16.63, 57.18, 1001.57, 0.0, 1.0 2844
 2021/10/23 9:49:38, 16.62, 57.2, 1001.53, 0.0, 2.0 2853
 2021/10/23 9:49:39, 16.62, 57.23, 1001.55, 0.0, 3.0 2862
 2021/10/23 9:49:40, 16.63, 57.22, 1001.56, 0.0, 2.0 2871
 2021/10/23 9:49:41, 16.63, 57.16, 1001.58, 0.0, 2.0 2880
 2021/10/23 9:49:42, 16.64, 57.14, 1001.55, 0.0, 1.0 2889
 2021/10/23 9:49:43, 16.63, 57.13, 1001.56, 0.0, 2.0 2898
 2021/10/23 9:49:44, 16.64, 57.14, 1001.56, 0.0, 1.0 2907
 2021/10/23 9:49:45, 16.65, 57.15, 1001.55, 0.0, 2.0 2916
 2021/10/23 9:49:46, 16.66, 57.17, 1001.58, 0.0, 3.0 2925
 2021/10/23 9:49:47, 16.68, 57.17, 1001.58, 0.0, 3.0 2934
 2021/10/23 9:49:48, 16.68, 57.16, 1001.61, 0.0, 2.0 2943
